#	Foundation	Reg	Class	Care	Fair	Lib	Loy	Auth	Sanc	Moral	Neutral
47	Authority	decl	ambiguous	2	1	2	4	5	1	A soldier who defies a commanding officer's orders destabilizes the entire military unit.	A technician who adjusts a supervisor's settings reconfigures the entire control panel.
48	Authority	decl	ambiguous	1	3	2	2	5	4	Judges who disregard constitutional precedent corrupt the legitimacy of the entire legal system.	Editors who disregard formatting guidelines alter the appearance of the entire published document.
49	Authority	decl	ambiguous	2	5	3	2	4	2	A judge who rules according to personal whim rather than law subverts the entire justice system.	A printer that operates according to random input rather than settings produces inconsistent page formatting.
50	Authority	decl	ambiguous	1	3	5	1	4	2	A government that rules without constitutional grounding has no legitimate claim to its citizens' obedience.	A building that stands without structural grounding has no reliable connection to its surrounding geological surface.
51	Sanctity	decl	clean	1	0	0	1	2	5	Slaughtering animals inside a temple profanes the sanctified space where congregants gather to offer their devotions.	Storing old furniture inside a classroom fills the designated space where students gather to attend their lectures.
52	Sanctity	decl	clean	1	1	0	1	2	5	Mixing sacred ceremonial salt with ordinary table salt irreversibly taints the consecrated substance used in ancient rites.	Mixing concentrated liquid solution with ordinary tap water reliably adjusts the measured substance used in standard tests.
53	Sanctity	decl	clean	1	0	1	1	2	5	Consuming food that has been ritually tainted is considered an act of self-pollution in many traditions.	Consuming food that has been commercially packaged is considered a convenient option in many households.
54	Sanctity	decl	cross_loading	2	1	1	2	3	5	Pouring waste into a consecrated spring defiles the spiritual purity that worshippers have long revered.	Pouring dye into a collected sample changes the chemical composition that researchers have long studied.
55	Sanctity	decl	cross_loading	1	0	1	3	3	5	A body marked by ritual tattoos carries a sanctified identity that connects the bearer to ancestral lineage.	A document marked by official stamps carries a verified identity that connects the holder to institutional records.
56	Sanctity	decl	cross_loading	3	2	1	3	3	5	Burning sacred texts reduces centuries of spiritual wisdom to ash, polluting the heritage of an entire tradition.	Scanning printed documents reduces centuries of written records to files, updating the archive of an entire institution.
57	Sanctity	decl	ambiguous	1	0	1	2	4	5	Spiritual pollution spreads when individuals abandon the bodily disciplines that their tradition prescribes for inner cleanliness.	Mineral buildup forms when households neglect the filter replacements that their appliance manual recommends for clean water.
58	Sanctity	decl	ambiguous	4	1	2	1	3	5	The body, regarded by many traditions as a temple, deserves protection from degrading treatment.	The structure, regarded by many engineers as a model, requires protection from weathering over time.
59	Sanctity	decl	ambiguous	4	1	1	1	2	5	The purity of a child's innocence should never be tainted by exposure to corruption.	The color of a room's paint should never be altered by exposure to sunlight.
60	Sanctity	decl	ambiguous	1	1	0	3	4	5	A nation that desecrates its own founding monuments poisons the reverence binding its citizens together.	A company that repaints its own original signage changes the appearance distinguishing its storefronts from competitors.
